Drug1,Drug2,Severity,Interaction,Mechanism,Pharmacokinetics,Pharmacodynamics,Effect_Change,Why_Explanation,Cytochrome,Dose_Consideration,Therapeutic_Index,Onset,Route_Impact,Patient_Factors,Clinical_Advice,Evidence_Type,Clinical_Outcome
Amoxicillin,Rifampicin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amoxicillin,Omeprazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amoxicillin,Clopidogrel,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Heparin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Atorvastatin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amoxicillin,Simvastatin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amoxicillin,Tramadol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Codeine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Morphine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Diazepam,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amoxicillin,Alprazolam,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Phenytoin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Carbamazepine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amoxicillin,Lisinopril,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Losartan,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amoxicillin,Furosemide,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Spironolactone,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Levothyroxine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amoxicillin,Amoxicillin-Clavulanate,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amoxicillin,Doxycycline,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Prednisolone,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Hydrochlorothiazide,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amoxicillin,Amlodipine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Propranolol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Metoprolol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Pantoprazole,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Esomeprazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amoxicillin,Rosuvastatin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amoxicillin,Gabapentin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amoxicillin,Pregabalin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Clarithromycin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Erythromycin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin,Ketoconazole,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Severe toxicity, bleeding, arrhythmia, or life-threatening effects"
Amoxicillin,Fluconazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amoxicillin,Insulin Glargine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amoxicillin,Glimepiride,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amoxicillin,Gliclazide,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,Minimal clinical impact in most patients
Amoxicillin-Clavulanate,Warfarin,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Narrow,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Severe toxicity, bleeding, arrhythmia, or life-threatening effects"
Amoxicillin-Clavulanate,Aspirin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin-Clavulanate,Ibuprofen,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin-Clavulanate,Paracetamol,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,Minimal clinical impact in most patients
Amoxicillin-Clavulanate,Fluoxetine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amoxicillin-Clavulanate,Sertraline,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amoxicillin-Clavulanate,Digoxin,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Narrow,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Severe toxicity, bleeding, arrhythmia, or life-threatening effects"
Amoxicillin-Clavulanate,Amiodarone,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Severe toxicity, bleeding, arrhythmia, or life-threatening effects"
Amoxicillin-Clavulanate,Metformin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,Minimal clinical impact in most patients
Amoxicillin-Clavulanate,Insulin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin-Clavulanate,Ciprofloxacin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin-Clavulanate,Azithromycin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature,"Requires monitoring, possible reduced efficacy or mild toxicity"
Amoxicillin-Clavulanate,Rifampicin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study,"Requires monitoring, possible reduced efficacy or mild toxicity"
